3332;Starshard Ingot;icons/icon_item_0855.dds.png;Metal
3360;Rubber Wheel;icons/icon_item_0077.dds.png;Rubber
3407;Empty Carrier;icons/icon_item_0384.dds.png;Material
3408;Sugar;icons/icon_item_0085.dds.png;Spices
3409;Salt;icons/icon_item_0085.dds.png;Spices
3451;Basilisk Scale;icons/quest/icon_item_quest048.dds.png;Alchemy
2191;Bat Claw;icons/icon_item_0186.dds.png;Alchemy
2250;Soybean Oil;icons/icon_item_0309.dds.png;Cooking Oil
2251;Olive Oil;icons/icon_item_0309.dds.png;Cooking Oil
3748;Silvery Powder;icons/icon_item_0085.dds.png;Alchemy
3796;Troll Blood;icons/quest/icon_item_quest038.dds.png;Alchemy
3932;Owl Feather;icons/quest/icon_item_quest129.dds.png;Alchemy
3939;Mercury;icons/icon_item_0165.dds.png;Alchemy
3940;Seagull Feather;icons/quest/icon_item_quest129.dds.png;Alchemy
4747;Quality Certificate;icons/icon_item_0857.dds.png;Material
1383;Toxic Powder;icons/icon_item_0089.dds.png;Alchemy
688;Dragon Molar;icons/icon_item_0189.dds.png;Alchemy
7752;Fox Tail;icons/quest/icon_item_quest097.dds.png;Alchemy
7757;Old Cloth;icons/icon_item_0065.dds.png;Fabric
7760;Boar Tusk;icons/icon_item_0189.dds.png;Alchemy
7770;Sarracenia Stem;icons/quest/icon_item_quest166.dds.png;Alchemy
7771;Sarracenia Gland;icons/icon_item_0080.dds.png;Alchemy
7773;Thin Cloth Scrap;icons/icon_item_0065.dds.png;Fabric
7774;Mucous Lump;icons/quest/icon_item_quest038.dds.png;Alchemy
7775;Tough Leather String;icons/icon_item_0049.dds.png;Hide
7783;Faint Wind Breath;icons/quest/icon_item_quest103.dds.png;Alchemy
7784;Putrid Binding;icons/icon_item_0065.dds.png;Fabric
7786;Windwhisp's Breath;icons/quest/icon_item_quest103.dds.png;Alchemy
7801;Seafolk Tail;icons/icon_item_0105.dds.png;Alchemy
7802;Seafolk Scale;icons/icon_item_0053.dds.png;Alchemy
7804;Seafolk Fin;icons/icon_item_0109.dds.png;Alchemy
7836;Lizard Tail;icons/icon_item_0180.dds.png;Alchemy
7840;Razorbeak Feather;icons/icon_item_0170.dds.png;Alchemy
7896;Harpy Feather;icons/icon_item_0170.dds.png;Alchemy
7897;Harpy Claw;icons/icon_item_0169.dds.png;Alchemy
7909;Crocodile Tail;icons/quest/icon_item_quest159.dds.png;Alchemy
7910;Crocodile Tooth;icons/icon_item_0189.dds.png;Alchemy
7922;Ivory Chunk;icons/icon_item_0189.dds.png;Alchemy
7933;Seabug Poison;icons/icon_item_0080.dds.png;Alchemy
7940;Troll Molar;icons/icon_item_0169.dds.png;Alchemy
7945;Achassi Claw;icons/icon_item_0169.dds.png;Alchemy
7952;Wolf Fang;icons/icon_item_0189.dds.png;Alchemy
7963;Achassi Skin;icons/icon_item_0095.dds.png;Alchemy
7976;Scorpion Tail;icons/icon_item_0180.dds.png;Alchemy
7987;Griffin Feather;icons/quest/icon_item_quest129.dds.png;Alchemy
7989;Griffin Claw;icons/icon_item_0169.dds.png;Alchemy
7999;Toadstool;icons/quest/icon_item_quest077.dds.png;Alchemy
8011;Polluted Water;icons/icon_item_0176.dds.png;Alchemy
8041;Delphinad Ingot;icons/icon_item_0871.dds.png;Metal
8043;Shining Salt;icons/icon_item_0085.dds.png;Spices
8049;Vinegar;icons/icon_item_0176.dds.png;Spices
8068;Memory Spirit;icons/quest/icon_item_quest103.dds.png;Alchemy
8069;Memory Essence;icons/icon_item_0082.dds.png;Alchemy
8070;Venom Spirit;icons/quest/icon_item_quest103.dds.png;Alchemy
8071;Venom Essence;icons/icon_item_0082.dds.png;Alchemy
8072;Sorrowful Spirit;icons/quest/icon_item_quest103.dds.png;Alchemy
8073;Sorrowful Essence;icons/icon_item_0082.dds.png;Alchemy
8074;Healing Spirit;icons/quest/icon_item_quest103.dds.png;Alchemy
8075;Healing Essence;icons/icon_item_0082.dds.png;Alchemy
8248;Small Claw;icons/icon_item_0169.dds.png;Alchemy
8249;Large Claw;icons/icon_item_0169.dds.png;Alchemy
8250;Pointed Claw;icons/icon_item_0169.dds.png;Alchemy
8251;Pointed Tooth;icons/icon_item_0189.dds.png;Alchemy
8252;Sharp Tooth;icons/icon_item_0189.dds.png;Alchemy
8253;Sturdy Tooth;icons/icon_item_0189.dds.png;Alchemy
8254;Torn Fabric;icons/icon_item_0065.dds.png;Fabric
8255;Stitched Fabric;icons/icon_item_0065.dds.png;Fabric
8256;Fabric;icons/icon_item_0356.dds.png;Fabric
8257;Frayed String;icons/icon_item_0091.dds.png;Fabric
8258;Thick String;icons/icon_item_0091.dds.png;Fabric
8259;Tough String;icons/icon_item_0091.dds.png;Fabric
8260;Yellowed Paper;icons/icon_item_0232.dds.png;Paper
8263;Dawnstar Crystal;icons/quest/icon_item_quest128.dds.png;Alchemy
8264;Crescent Crystal;icons/quest/icon_item_quest128.dds.png;Alchemy
8265;Sun Crystal;icons/quest/icon_item_quest128.dds.png;Alchemy
8266;Dawnstar Essence;icons/quest/icon_item_quest021.dds.png;Alchemy
8267;Crescent Essence;icons/quest/icon_item_quest021.dds.png;Alchemy
8268;Sun Essence;icons/quest/icon_item_quest021.dds.png;Alchemy
8269;Dawnstar Spirit;icons/icon_item_0162.dds.png;Alchemy
8270;Crescent Spirit;icons/icon_item_0162.dds.png;Alchemy
8271;Sun Spirit;icons/icon_item_0162.dds.png;Alchemy
8272;Crumbling Bone;icons/icon_item_0181.dds.png;Alchemy
8273;Cracked Bone;icons/icon_item_0181.dds.png;Alchemy
8274;Hard Bone;icons/icon_item_0181.dds.png;Alchemy
8275;Crumbing Skull;icons/quest/icon_item_quest123.dds.png;Alchemy
8276;Venerable Skull;icons/quest/icon_item_quest123.dds.png;Alchemy
8277;Peculiar Skull;icons/quest/icon_item_quest123.dds.png;Alchemy
8278;Frayed Fabric;icons/icon_item_0065.dds.png;Fabric
8279;Stiff Fabric;icons/icon_item_0065.dds.png;Fabric
8280;Soft Fabric;icons/icon_item_0065.dds.png;Fabric
8281;Chaotic Powder;icons/icon_item_0090.dds.png;Alchemy
